-1 0 -4 0 -15 1
-0.98 0 -3.9 0 -14.7 2
-0.96 0 -3.8 0 -14.4 0
-0.94 0 -3.7 0 -14.1 3
-0.92 0 -3.6 0 -13.8 1
-0.9 0 -3.5 0 -13.5 1
-0.88 0 -3.4 0 -13.2 2
-0.86 0 -3.3 0 -12.9 1
-0.84 0 -3.2 0 -12.6 2
-0.82 0 -3.1 0 -12.3 3
-0.8 0 -3 0 -12 7
-0.78 0 -2.9 0 -11.7 9
-0.76 0 -2.8 0 -11.4 9
-0.74 0 -2.7 0 -11.1 11
-0.72 0 -2.6 0 -10.8 5
-0.7 0 -2.5 0 -10.5 11
-0.68 0 -2.4 0 -10.2 8
-0.66 0 -2.3 0 -9.9 9
-0.64 0 -2.2 0 -9.6 15
-0.62 0 -2.1 0 -9.3 15
-0.6 0 -2 0 -9 16
-0.58 0 -1.9 0 -8.7 21
-0.56 0 -1.8 0 -8.4 12
-0.54 0 -1.7 0 -8.1 11
-0.52 0 -1.6 0 -7.8 13
-0.5 0 -1.5 0 -7.5 12
-0.48 0 -1.4 0 -7.2 29
-0.46 0 -1.3 0 -6.9 22
-0.44 0 -1.2 0 -6.6 22
-0.42 0 -1.1 0 -6.3 27
-0.4 0 -1 0 -6 31
-0.38 0 -0.9 0 -5.7 25
-0.36 0 -0.8 0 -5.4 41
-0.34 0 -0.7 0 -5.1 39
-0.32 0 -0.6 0 -4.8 46
-0.3 0 -0.5 0 -4.5 41
-0.28 0 -0.4 0 -4.2 49
-0.26 0 -0.3 0 -3.9 55
-0.24 3 -0.2 0 -3.6 83
-0.22 0 -0.1 0 -3.3 95
-0.2 4 0 0 -3 107
-0.18 20 0.1 0 -2.7 130
-0.16 60 0.2 0 -2.4 190
-0.14 109 0.3 0 -2.1 247
-0.12 243 0.4 0 -1.8 272
-0.1 394 0.5 0 -1.5 389
-0.08 672 0.6 5 -1.2 467
-0.06 973 0.7 145 -0.9 615
-0.04 1177 0.8 1382 -0.6 862
-0.02 1320 0.9 3605 -0.3 979
0 1356 1 3304 0 928
0.02 1233 1.1 1280 0.3 823
0.04 924 1.2 263 0.6 702
0.06 660 1.3 16 0.9 464
0.08 436 1.4 0 1.2 339
0.1 232 1.5 0 1.5 286
0.12 111 1.6 0 1.8 214
0.14 47 1.7 0 2.1 180
0.16 14 1.8 0 2.4 133
0.18 7 1.9 0 2.7 89
0.2 3 2 0 3 92
0.22 0 2.1 0 3.3 73
0.24 1 2.2 0 3.6 53
0.26 1 2.3 0 3.9 50
0.28 0 2.4 0 4.2 47
0.3 0 2.5 0 4.5 50
0.32 0 2.6 0 4.8 42
0.34 0 2.7 0 5.1 37
0.36 0 2.8 0 5.4 22
0.38 0 2.9 0 5.7 30
0.4 0 3 0 6 22
0.42 0 3.1 0 6.3 24
0.44 0 3.2 0 6.6 22
0.46 0 3.3 0 6.9 23
0.48 0 3.4 0 7.2 13
0.5 0 3.5 0 7.5 13
0.52 0 3.6 0 7.8 18
0.54 0 3.7 0 8.1 14
0.56 0 3.8 0 8.4 19
0.58 0 3.9 0 8.7 8
0.6 0 4 0 9 6
0.62 0 4.1 0 9.3 7
0.64 0 4.2 0 9.6 11
0.66 0 4.3 0 9.9 15
0.68 0 4.4 0 10.2 3
0.7 0 4.5 0 10.5 10
0.72 0 4.6 0 10.8 11
0.74 0 4.7 0 11.1 7
0.76 0 4.8 0 11.4 3
0.78 0 4.9 0 11.7 5
0.8 0 5 0 12 1
0.82 0 5.1 0 12.3 5
0.84 0 5.2 0 12.6 3
0.86 0 5.3 0 12.9 1
0.88 0 5.4 0 13.2 3
0.9 0 5.5 0 13.5 1
0.92 0 5.6 0 13.8 3
0.94 0 5.7 0 14.1 0
0.96 0 5.8 0 14.4 0
0.98 0 5.9 0 14.7 2
