-1 101 -4 0 -15 4
-0.98 115 -3.9 0 -14.7 3
-0.96 101 -3.8 0 -14.4 2
-0.94 99 -3.7 0 -14.1 6
-0.92 99 -3.6 0 -13.8 2
-0.9 104 -3.5 0 -13.5 1
-0.88 94 -3.4 0 -13.2 4
-0.86 95 -3.3 0 -12.9 9
-0.84 98 -3.2 0 -12.6 10
-0.82 109 -3.1 0 -12.3 7
-0.8 109 -3 0 -12 8
-0.78 98 -2.9 0 -11.7 9
-0.76 96 -2.8 0 -11.4 4
-0.74 100 -2.7 0 -11.1 8
-0.72 89 -2.6 0 -10.8 6
-0.7 100 -2.5 0 -10.5 13
-0.68 109 -2.4 0 -10.2 9
-0.66 103 -2.3 0 -9.9 10
-0.64 97 -2.2 0 -9.6 16
-0.62 88 -2.1 0 -9.3 11
-0.6 96 -2 0 -9 17
-0.58 104 -1.9 0 -8.7 11
-0.56 90 -1.8 0 -8.4 15
-0.54 109 -1.7 0 -8.1 16
-0.52 101 -1.6 0 -7.8 21
-0.5 114 -1.5 0 -7.5 15
-0.48 86 -1.4 0 -7.2 17
-0.46 89 -1.3 0 -6.9 17
-0.44 89 -1.2 0 -6.6 26
-0.42 84 -1.1 0 -6.3 23
-0.4 123 -1 0 -6 18
-0.38 100 -0.9 0 -5.7 37
-0.36 104 -0.8 0 -5.4 30
-0.34 102 -0.7 0 -5.1 31
-0.32 84 -0.6 0 -4.8 60
-0.3 95 -0.5 0 -4.5 57
-0.28 96 -0.4 0 -4.2 61
-0.26 77 -0.3 0 -3.9 72
-0.24 94 -0.2 0 -3.6 76
-0.22 110 -0.1 0 -3.3 80
-0.2 92 0 948 -3 92
-0.18 103 0.1 898 -2.7 127
-0.16 108 0.2 740 -2.4 169
-0.14 108 0.3 711 -2.1 202
-0.12 91 0.4 667 -1.8 264
-0.1 103 0.5 585 -1.5 356
-0.08 102 0.6 495 -1.2 413
-0.06 91 0.7 487 -0.9 583
-0.04 106 0.8 413 -0.6 784
-0.02 109 0.9 419 -0.3 935
0 87 1 326 0 958
0.02 112 1.1 294 0.3 802
0.04 105 1.2 283 0.6 630
0.06 91 1.3 268 0.9 411
0.08 114 1.4 241 1.2 351
0.1 94 1.5 204 1.5 252
0.12 105 1.6 206 1.8 188
0.14 93 1.7 160 2.1 165
0.16 99 1.8 155 2.4 137
0.18 90 1.9 128 2.7 112
0.2 98 2 152 3 101
0.22 88 2.1 126 3.3 58
0.24 109 2.2 81 3.6 59
0.26 106 2.3 94 3.9 64
0.28 108 2.4 97 4.2 54
0.3 107 2.5 71 4.5 43
0.32 97 2.6 75 4.8 39
0.34 91 2.7 60 5.1 33
0.36 113 2.8 60 5.4 33
0.38 108 2.9 47 5.7 28
0.4 102 3 53 6 26
0.42 111 3.1 51 6.3 25
0.44 92 3.2 37 6.6 23
0.46 99 3.3 41 6.9 16
0.48 101 3.4 28 7.2 16
0.5 107 3.5 35 7.5 18
0.52 95 3.6 21 7.8 16
0.54 108 3.7 26 8.1 14
0.56 117 3.8 12 8.4 13
0.58 101 3.9 24 8.7 8
0.6 91 4 18 9 13
0.62 123 4.1 10 9.3 12
0.64 102 4.2 19 9.6 12
0.66 105 4.3 9 9.9 10
0.68 94 4.4 9 10.2 7
0.7 97 4.5 12 10.5 11
0.72 86 4.6 11 10.8 4
0.74 103 4.7 7 11.1 6
0.76 104 4.8 10 11.4 9
0.78 98 4.9 6 11.7 7
0.8 87 5 8 12 2
0.82 111 5.1 5 12.3 4
0.84 83 5.2 4 12.6 5
0.86 98 5.3 4 12.9 4
0.88 113 5.4 5 13.2 5
0.9 107 5.5 5 13.5 4
0.92 93 5.6 1 13.8 5
0.94 94 5.7 5 14.1 3
0.96 96 5.8 6 14.4 6
0.98 103 5.9 2 14.7 4
